ID	num_scaff_leaves	num_synth_leaves	num_splits	num_informative_input_trees	num_noninformative_overlapping_input_trees	inf_tree_ids	noninf_tree_ids
ott439418	3	4	0	0	12		tree_ot_2158@tree1.tre,tree_ot_2146@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_520@tree1.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott439419	6	11	10	2	5	tree_ot_2158@tree1.tre,tree_ot_520@tree1.tre	tree_ot_2079@tree1.tre,tree_ot_847@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott440407	2	6	0	0	10		tree_ot_2079@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_2178@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_854@tree1.tre,tree_ot_782@Tr48736.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott440606	3	4	6	3	11	tree_pg_1872@tree3780.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2097@tree4.tre,tree_ot_2097@tree3.tre,tree_ot_2097@tree2.tre,tree_ot_2097@tree1.tre,tree_ot_2160@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_415@tree2.tre,TAXONOMY
ott440612	5	46	6	2	13	tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2097@tree7.tre,tree_ot_2097@tree5.tre,tree_ot_2097@tree4.tre,tree_ot_2097@tree3.tre,tree_ot_2097@tree2.tre,tree_ot_2097@tree1.tre,tree_ot_2160@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_1872@tree3780.tre,TAXONOMY
ott440797	2	2	0	0	7		tree_ot_2013@tree8.tre,tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott441596	3	4	6	3	2	tree_ot_2186@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_pg_1887@tree6629.tre,TAXONOMY
ott443268	15	49	30	4	7	tree_ot_1286@tree1.tre,tree_ot_882@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2146@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_290@tree1.tre,tree_ot_111@tree1.tre,tree_ot_854@tree1.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott443380	2	2	0	0	7		tree_ot_2015@tree5.tre,tree_ot_290@tree1.tre,tree_pg_1953@tree3977.tre,tree_ot_866@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott443381	2	4	0	0	7		tree_ot_2015@tree5.tre,tree_ot_290@tree1.tre,tree_pg_1953@tree3977.tre,tree_ot_866@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott443646	4	9	5	2	7	tree_ot_2150@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_521@tree1.tre,TAXONOMY
ott446460	14	44	66	7	4	tree_ot_2187@tree1.tre,tree_ot_415@tree2.tre,tree_ot_126@tree1.tre,tree_pg_1872@tree3780.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre
ott44687	2	4	0	0	7		tree_ot_2015@tree5.tre,tree_ot_290@tree1.tre,tree_pg_1953@tree3977.tre,tree_ot_866@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott44873	20	92	55	5	11	tree_ot_2234@tree9.tre,tree_ot_831@tree2.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2146@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_290@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_757@Tr70438.tre,tree_pg_2015@tree4152.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre
ott450966	2	2	0	0	5		tree_ot_153@tree1.tre,tree_ot_830@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott452461	40	289	121	8	1	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2416@tree3.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_pg_2913@tree6741.tre
ott452462	3	44	6	3	6	tree_ot_137@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,TAXONOMY
ott452464	13	46	24	4	4	tree_ot_864@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre
ott452465	8	24	15	3	6	tree_pg_1764@tree6299.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,TAXONOMY
ott452467	3	11	4	2	6	tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,TAXONOMY
ott452471	5	8	8	2	6	tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,TAXONOMY
ott452474	4	4	7	3	6	tree_ot_2015@tree5.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_290@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,TAXONOMY
ott453587	2	2	0	0	9		tree_ot_2072@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_753@tree1.tre,tree_ot_425@tree1.tre,tree_ot_1002@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott453763	2	2	0	0	9		tree_ot_2082@tree1.tre,tree_ot_2143@tree1.tre,tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2575@tree5974.tre,tree_ot_854@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott456268	3	3	2	1	8	tree_ot_2015@tree5.tre	tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_290@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott458650	2	9	0	0	5		tree_ot_531@tree1.tre,tree_ot_124@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott463024	4	9	15	5	4	tree_ot_2152@tree1.tre,tree_ot_770@tree1.tre,tree_pg_2924@tree6755.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_2084@tree1.tre,tree_ot_290@tree1.tre,TAXONOMY
ott463028	7	8	23	5	7	tree_ot_2152@tree1.tre,tree_ot_770@tree1.tre,tree_pg_2924@tree6755.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_2084@tree1.tre,tree_ot_290@tree1.tre,tree_ot_111@tree1.tre,tree_pg_2575@tree5974.tre,TAXONOMY
ott463442	11	17	30	3	1	tree_pg_2853@tree6624.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	TAXONOMY
ott465905	9	14	13	3	3	tree_ot_2222@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2079@tree1.tre,tree_ot_290@tree1.tre,TAXONOMY
ott465914	4	4	7	3	3	tree_ot_1043@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2156@tree3.tre,tree_ot_290@tree1.tre,TAXONOMY
ott467838	7	27	9	3	6	tree_ot_2181@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,TAXONOMY
ott467843	2	3	0	0	10		tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_2017@tree1.tre,tree_ot_504@tree3.tre,tree_ot_500@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_159@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott467845	2	39	0	0	8		tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott467866	8	19	26	5	10	tree_ot_2179@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_172@tree3.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_111@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_854@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott467879	9	38	26	4	10	tree_pg_2913@tree6742.tre,tree_ot_172@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_111@tree1.tre,tree_ot_854@tree1.tre,tree_ot_841@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott470890	2	4	0	0	6		tree_ot_2228@tree1.tre,tree_ot_655@tree1.tre,tree_pg_2444@tree6526.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott471432	4	9	10	4	2	tree_ot_2015@tree5.tre,tree_pg_1953@tree3977.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott471435	6	20	19	4	2	tree_ot_2015@tree5.tre,tree_pg_1953@tree3977.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,TAXONOMY
ott472435	6	18	17	4	4	tree_ot_122@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre
ott474150	2	2	0	0	7		tree_ot_770@tree1.tre,tree_ot_290@tree1.tre,tree_pg_2829@tree6579.tre,tree_pg_2575@tree5974.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott474278	20	30	53	4	4	tree_ot_2015@tree5.tre,tree_ot_843@tree3.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_290@tree1.tre,tree_ot_500@tree1.tre,TAXONOMY
ott475893	2	5	0	0	6		tree_ot_2019@tree21.tre,tree_ot_2085@tree1.tre,tree_ot_116@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott480157	15	54	42	7	2	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_139@tree1.tre,tree_pg_2864@tree6651.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_500@tree1.tre,tree_ot_531@tree1.tre
ott480670	2	3	0	0	7		tree_ot_2019@tree12.tre,tree_ot_2179@tree1.tre,tree_ot_290@tree1.tre,tree_ot_2182@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott481875	5	6	3	1	7	tree_pg_2858@tree6642.tre	tree_ot_2019@tree15.tre,tree_ot_2079@tree1.tre,tree_ot_2159@tree1.tre,tree_ot_2188@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott483798	5	8	8	3	5	tree_ot_2154@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_521@tree1.tre
ott484892	2	30	0	0	7		tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott484893	8	110	23	6	1	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_531@tree1.tre
ott484896	7	18	9	3	4	tree_ot_2018@tree8.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,TAXONOMY
ott488749	3	4	4	2	12	tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2146@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_111@tree1.tre,tree_ot_757@Tr70438.tre,tree_pg_2015@tree4152.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott488816	2	2	0	0	5		tree_ot_2015@tree5.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott489153	3	3	6	3	9	tree_ot_770@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2143@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_290@tree1.tre,tree_ot_111@tree1.tre,tree_ot_412@Tr77157.tre,tree_pg_2575@tree5974.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott489432	14	25	24	4	4	tree_ot_2154@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre
ott489918	2	3	0	0	9		tree_ot_2158@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_520@tree1.tre,tree_ot_290@tree1.tre,tree_ot_847@tree1.tre,tree_pg_2404@tree5068.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott490361	3	6	4	2	6	tree_ot_2097@tree1.tre,tree_ot_2160@tree1.tre	tree_ot_2097@tree7.tre,tree_ot_2097@tree4.tre,tree_ot_2097@tree3.tre,tree_ot_2097@tree2.tre,tree_ot_809@tree2.tre,TAXONOMY
ott494360	5	9	19	6	5	tree_ot_2020@tree5.tre,tree_ot_2020@tree4.tre,tree_ot_806@tree2.tre,tree_ot_786@Tr53559.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2798@tree6497.tre,TAXONOMY
ott494364	8	15	35	7	1	tree_ot_2020@tree5.tre,tree_ot_2020@tree4.tre,tree_ot_806@tree2.tre,tree_pg_2798@tree6497.tre,tree_ot_786@Tr53559.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	TAXONOMY
ott494365	3	6	12	6	4	tree_ot_2020@tree5.tre,tree_ot_2020@tree4.tre,tree_ot_806@tree2.tre,tree_ot_786@Tr53559.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_pg_2798@tree6497.tre,TAXONOMY
ott494366	22	91	62	10	3	tree_ot_2020@tree5.tre,tree_ot_2020@tree4.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_806@tree2.tre,tree_pg_2798@tree6497.tre,tree_ot_786@Tr53559.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre
ott494369	2	4	0	0	11		tree_ot_2020@tree5.tre,tree_ot_2020@tree4.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_806@tree2.tre,tree_ot_531@tree1.tre,tree_pg_2798@tree6497.tre,tree_ot_786@Tr53559.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott494373	4	4	3	1	4	tree_ot_121@tree7.tre	tree_pg_2913@tree6741.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott4947682	2	2	0	0	4		tree_ot_2180@tree1.tre,tree_ot_2179@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott4947690	3	3	2	1	5	tree_ot_2179@tree1.tre	tree_pg_2913@tree6742.tre,tree_pg_1586@tree3208.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott4947835	4	615	18	6	3	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2186@tree1.tre,tree_pg_2913@tree6741.tre,TAXONOMY
ott496027	5	22	8	3	13	tree_ot_2149@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_111@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_854@tree1.tre,tree_ot_841@tree1.tre,tree_ot_874@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott499628	7	8	31	6	9	tree_ot_2158@tree1.tre,tree_ot_2079@tree1.tre,tree_ot_520@tree1.tre,tree_ot_763@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2015@tree4152.tre,tree_ot_869@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott501723	2	2	0	0	5		tree_ot_2015@tree5.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott5023	2	2	0	0	4		tree_ot_124@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott5025	2	3	0	0	3		tree_ot_124@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott5030	3	3	4	2	4	tree_ot_124@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_521@tree1.tre,TAXONOMY
ott503778	2	2	0	0	7		tree_ot_290@tree1.tre,tree_ot_179@tree1.tre,tree_ot_180@tree1.tre,tree_ot_874@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott507120	14	23	29	3	10	tree_ot_2222@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_532@tree1.tre,tree_ot_111@tree1.tre,tree_ot_412@Tr77157.tre,tree_ot_841@tree1.tre,TAXONOMY
ott509848	3	7	8	4	3	tree_ot_773@tree1.tre,tree_ot_116@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2085@tree1.tre,tree_ot_867@tree2.tre,TAXONOMY
ott51275	2	3	0	0	6		tree_ot_2108@tree1.tre,tree_ot_2132@tree2.tre,tree_pg_2872@tree6665.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott513100	4	13	16	7	7	tree_ot_290@tree1.tre,tree_ot_111@tree1.tre,tree_ot_175@tree1.tre,tree_ot_854@tree1.tre,tree_ot_782@Tr48736.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2146@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_783@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6742.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott51351	7	13	24	4	5	tree_ot_425@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2072@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_753@tree1.tre,tree_ot_1002@tree1.tre,TAXONOMY
ott515158	16	48	33	4	16	tree_ot_2143@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2019@tree14.tre,tree_ot_2019@tree9.tre,tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_531@tree1.tre,tree_ot_111@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_412@Tr77157.tre,tree_ot_854@tree1.tre,tree_ot_841@tree1.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott520921	4	5	7	3	4	tree_ot_2179@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_pg_1586@tree3208.tre,TAXONOMY
ott521328	2	3	0	0	9		tree_ot_2072@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_753@tree1.tre,tree_ot_425@tree1.tre,tree_ot_1002@tree1.tre,tree_pg_2804@tree6511.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott522080	2	5	0	0	4		tree_ot_2013@tree8.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,TAXONOMY
ott5223432	2	2	0	0	6		tree_ot_2015@tree5.tre,tree_ot_2018@tree8.tre,tree_ot_500@tree1.tre,tree_pg_2796@tree6491.tre,tree_ot_521@tree1.tre,TAXONOMY
ott524017	2	2	0	0	8		tree_ot_2018@tree8.tre,tree_ot_2154@tree1.tre,tree_ot_1055@tree1.tre,tree_pg_2913@tree6741.tre,tree_ot_148@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott525755	2	3	0	0	4		tree_ot_2141@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott5274	2	3	0	0	9		tree_ot_2141@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_816@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott5275	2	2	0	0	9		tree_ot_2141@tree1.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_816@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott531218	4	9	4	2	12	tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2146@tree1.tre,tree_ot_2013@tree8.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_783@tree1.tre,tree_ot_290@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_ot_757@Tr70438.tre,tree_ot_782@Tr48736.tre,tree_pg_2404@tree5068.tre,TAXONOMY
ott532632	2	3	0	0	7		tree_ot_2158@tree1.tre,tree_ot_520@tree1.tre,tree_ot_863@tree2.tre,tree_ot_290@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott5339108	2	2	0	0	4		tree_ot_2079@tree1.tre,tree_ot_1043@tree1.tre,tree_pg_1966@tree4019.tre,TAXONOMY
ott534441	2	2	0	0	8		tree_ot_2017@tree1.tre,tree_ot_504@tree3.tre,tree_pg_2913@tree6741.tre,tree_ot_794@tree2.tre,tree_ot_159@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott534819	15	37	29	3	5	tree_ot_112@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2132@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_pg_2913@tree6741.tre,TAXONOMY
ott53643	7	11	18	4	4	tree_ot_2167@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_2019@tree15.tre,tree_ot_749@tree1.tre,tree_ot_290@tree1.tre,TAXONOMY
ott537133	2	2	0	0	5		tree_ot_290@tree1.tre,tree_ot_178@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott537964	15	42	30	4	5	tree_ot_2158@tree1.tre,tree_ot_520@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre	tree_ot_290@tree1.tre,tree_pg_2913@tree6742.tre,tree_ot_855@tree1.tre,tree_ot_847@tree1.tre,TAXONOMY
ott539130	16	80	55	7	3	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_147@tree1.tre,tree_ot_838@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_500@tree1.tre,tree_ot_531@tree1.tre,tree_pg_2913@tree6741.tre
ott539139	22	49	69	6	2	tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_129@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_500@tree1.tre,tree_ot_531@tree1.tre
ott540031	10	22	35	5	5	tree_ot_2108@tree1.tre,tree_ot_123@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY	tree_ot_2132@tree2.tre,tree_ot_2018@tree8.tre,tree_ot_1055@tree1.tre,tree_ot_500@tree1.tre,tree_ot_531@tree1.tre
ott540032	5	5	4	1	4	tree_ot_123@tree1.tre	tree_ot_2108@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
ott541992	2	2	0	0	6		tree_ot_153@tree1.tre,tree_ot_830@tree1.tre,tree_ot_156@tree1.tre,tree_ot_521@tree1.tre,tree_ot_809@tree2.tre,TAXONOMY
